polarity,phrase,rating
pos,hautes fagnes eifel,9
pos,spa,9
pos,formula circuit cute town,9
pos,monschau,9
pos,german border etc,9
neg,small detail apartment bit messy,8
neg,cigaret bed futon comfy,8
pos,location apartment,8
pos,parliament foot,8
pos,grand place apartment,8
pos,angelo,8
pos,lovly staff,10
pos,clean room,10
pos,super location romantic garden hotel,10
neg,lot fly room air conditioner work,6
pos,location,6
pos,hotel good,6
pos,city center walk,6
pos,cozy,10
pos,clean room,10
pos,perfect location,10
pos,amazing breakfast,10
pos,pool table,10
neg,street mattress lugage,8
pos,pool sauna jacusi owner helpfull,8
pos,owner,9
pos,information good trip belgium good price good location subway shuman,9
pos,super clean perfect bed,9
neg,share room family mosquito week double bed mattress,4
neg,slip wake tea coffee facility room,4
pos,breakfast,8
pos,great variety choice location,8
pos,christmas,8
pos,easy walk attraction plenty restaurant shop,8
neg,old massive hotel ventilation room,5
pos,good location good breakfast,5
neg,pillow bed,10
neg,soft flat,10
neg,minor complaint,10
pos,great location,10
pos,clean comfortable friendly staff helpful,10
pos,facilities,10
pos,sauna jacuzzi share kitchen equip,10
pos,host,10
pos,great breakfast,10
pos,super friendly guy,8
pos,easy nice atmosphere place,8
pos,cool people room,8
pos,comfortable couple single,8
neg,huge queue check,10
pos,cleanliness,10
pos,city centre,10
pos,nice staff behaviour,10
neg,upstairs laggage,3
neg,room bit,8
neg,scruffy look,5
neg,hotel price pay,5
neg,business hotel,5
neg,business traveller,5
neg,room cheese board,10
neg,fly land,10
neg,lovely cheese,10
neg,note remind guest,10
neg,nice touch,10
pos,hotel staff,10
pos,great v helpful,10
pos,stuffy pretentious,10
pos,secret place,10
pos,l b,10
neg,room bit,10
pos,staff helpful sweet,10
pos,excellent room,10
neg,decor,6
neg,date lack air,6
neg,problem guest,6
neg,steep stair elevator floor,6
pos,breakfast,6
pos,covid,6
pos,late night duty manager pleasant helpful,6
pos,large room eve,6
pos,space evening access,6
pos,difficult morning room,6
pos,location,9
pos,old room,5
pos,cold tv,5
neg,new building,10
neg,floor case stair issue need,10
pos,location,10
pos,fantastic scenic beautiful ground building,10
neg,student noisy night hotel,6
neg,dark room need update,6
pos,great location,6
pos,friendly staff breakfast,6
pos,quiet place,9
pos,nice garden,9
pos,nice room,9
pos,comfortable bed,9
pos,nice design need location,9
neg,park car m walk,9
pos,nice room way building airco view river,9
pos,great receptionist,9
pos,excellent room ok,7
pos,clean issue good price area,7
pos,distance town,9
pos,breakfast,9
neg,te picture badroom,6
pos,breakfast good,6
pos,great staff,8
pos,hospitable helpful,8
pos,excellent location stylish room tasty breakfast,9
pos,friendly owner,9
neg,bath product shampoo etc,9
pos,location,9
pos,perfect easy acess heart city staff kind helpful,9
neg,noisy room air,3
neg,ac,3
neg,hot viceversa steay temperature,3
neg,ac,3
neg,tourn noise wake horrible,3
neg,bad noisiy door work,3
neg,expensive fo quality variety hotel expensibe contort money value,3
neg,water temperature shower,3
neg,hot possible cold water compensate,3
neg,drinkable water,3
neg,lot traveler,3
neg,long fligh jouuney hospitality perceive,3
neg,emploees customer,3
neg,focus sense care travel week country benchmark,3
neg,room corridor paint,4
neg,room car park,4
neg,long way building,4
neg,light food price staff reception,4
pos,pretty chateau,4
neg,shower cubicle,5
neg,small shower head mold room noisy noise hallway room door,5
neg,pillow weak,5
neg,thin air,5
neg,lot noise hotel,5
neg,birthday carpeting hall dirty,5
pos,location good,5
pos,hot spot,5
pos,friendly staff room,5
pos,great size hotel,5
pos,wide range drink frugal alcohol cocktail,5
neg,breakfast bit,9
pos,vertrek nice,9
pos,friendly owner,9
pos,clean lovely room,9
pos,clean modern hotel,9
pos,excellent friendly staff location,9
pos,metro brussels,9
pos,central nice walk city centre grocery store street,9
pos,big room,9
pos,big comfortable bed,9
pos,lovely backyard,9
neg,shower toilet,5
neg,usable room,5
neg,ac,5
neg,fasilitie need renovation,5
pos,breakfast alright staff alright,5
pos,staff,10
pos,fantastic breakfast,10
neg,hotel need renovation hair dryer work door,7
neg,damage price quality wise price,7
neg,high end return,7
neg,low season midweek stay pay,7
neg,eur,7
neg,night breakfast hotel desert,7
pos,main square hotel,7
pos,city centre possibility person access wellness centre partner hotel,7
pos,pool sauna hammam,7
pos,friendly staff,7
neg,travel friend,10
neg,real door room bathroom,10
neg,perfect couple privacy,10
pos,friendly owner,10
pos,great breakfast,10
pos,super clean comfortable bed,10
neg,breakfast medium savery ham etc jam taste,7
neg,poor coffee,7
pos,centre gent,7
pos,reception personnel,10
pos,friendly waiter,10
pos,food pm,10
pos,best,10
neg,train track,10
pos,star gaze jacuzzi host helpful restaurant recommendation,10
pos,modern hotel,10
pos,comfortable location,10
pos,friendly staff,10
pos,apartment cosy non hotel,10
neg,street house,8
neg,busy door,8
neg,close different world curtain screen window bed room,8
pos,spacious garden,8
pos,nice terrace,8
pos,comfortable bed room bathroom,8
pos,cosy,8
pos,space street,8
neg,property screams renovation bit,6
pos,nice friendly room,6
pos,clean breakfast ok,6
pos,friendly wonderful breakfast,10
pos,lovely host,10
neg,personal reception restaurant,7
neg,covid,7
neg,alternative breakfast information takeout microwave,7
neg,common area heat meal cutlery mattress bit,7
neg,soft taste,7
pos,great location room,7
neg,entrance reception area,7
neg,criterion cost,7
neg,clear lift floor,7
neg,info partner sciatica difficulty,7
neg,room fact,7
pos,hotel situate area,7
pos,main train station plenty,7
pos,available underground city,7
pos,day hour,7
pos,hôtel,7
pos,nice comfortable bed good quality duvet place,7
pos,breakfast,7
pos,good plenty option staff,7
pos,nice helpful,7
pos,comfortable place,8
pos,amazing location,8
pos,chimay,8
neg,cold space bed shower,9
neg,proper curtain door,9
neg,separate water splash bathroom,9
pos,location,9
pos,cleanliness breakfast,9
neg,demand money,4
neg,long time ok time,4
pos,large bed,4
pos,attach bed bed,4
pos,fold sleep horrible sleep night tv connection,4
pos,tv towel dirty horrible accommodation experience staff,4
pos,château,9
pos,great location staff,9
pos,english,9
pos,evening meal breakfast,9
pos,nice good selection,9
neg,close building,9
neg,huge problem,9
pos,charming,9
pos,family hotel,9
pos,great host,9
pos,friendly ambience,9
pos,perfect great location,9
pos,space room,10
pos,clean staff,10
neg,low room ground floor,5
neg,hot summer,5
neg,different key table,6
neg,different guest,6
neg,key step,6
neg,wrong strair search room,6
neg,information receptionist,6
neg,room bathroom,6
neg,clean bad open toilet lid toilet paper,6
neg,wc,6
neg,bad thing,6
neg,morning boyfriend,6
neg,french owner hotel,6
neg,young guy man,6
neg,morning check time show,6
neg,young guy,6
neg,nice apologise,6
neg,luggage time,6
neg,yes day,6
pos,hotel good position,6
pos,main square,6
pos,durbuy,6
pos,view good castle window room bathroom,6
pos,clean breakfast good boyfriend,6
pos,easter,6
pos,different type,6
pos,easter,6
pos,egg tray,6
neg,open street noisy restaurant terrace medium,7
neg,challenge shower cabin,7
pos,minute railway station room,7
neg,free roam breakfast room,7
pos,chimay,7
pos,friendly helpful host restaurant,7
pos,excellent location helpful staff,9
pos,great breakfast,9
neg,time room service people reception,5
pos,room setup table,5
pos,laptop,5
pos,great location,9
pos,nice room,9
pos,fresh breakfast,9
pos,organic product bathroom,9
pos,busy hotel walk distance attraction stay visit,9
pos,brussels,9
neg,floor wood,5
neg,old step,5
neg,crack sound bed toilett,5
neg,loud noise flush bus pass,5
neg,entire room,5
neg,able control,5
pos,dat doen centrum,5
pos,gent,5
neg,receptionist day arrival,5
neg,room work,5
neg,cold night,5
neg,hotel staff desk reception number everytime need bathroom hotelroom,7
neg,site book room,7
pos,clean bed,7
pos,comfortable breakfast,7
pos,central station price,9
pos,breakfast good time,9
neg,bed,7
neg,toilet shower,7
pos,charming,7
pos,friendly location,7
neg,bit tatty decor place,8
pos,breakfast location,8
neg,rest staff,5
neg,unbelievable rude disintereste guest night,5
neg,dinner restaurant,5
neg,individual seat food bread roll walk room,5
neg,receptionist,5
neg,question desk,5
neg,shower,5
neg,position place soap shampoo shower plug,5
neg,tv,5
neg,entire desk coach load tourist noisy hall,5
pos,enormous widow good block street noise gentleman host breakfast good,5
neg,huge window,10
pos,gorgeous property,10
pos,beautiful view room,10
pos,large room high,10
pos,small adequate bathroom,10
pos,outlet,10
pos,bed charge cell phone plenty,10
pos,light overhead bedside lamp buffet dinner,10
pos,wine cellar outdoor,10
pos,main floor,10
pos,indoor outdoor,10
pos,different lounge hangin,10
pos,pool foosball table,10
pos,great atmosphere,10
pos,lovely room,10
neg,room bit noisy stay,10
pos,location mind,10
neg,dark cold atmosphere cozy reception lobby,6
neg,small desk,6
neg,separate building walk,6
neg,bag buggy baby,6
neg,sure book,6
neg,fast park street walk rain,6
neg,temperature room,6
neg,open tho,6
neg,c pay night wayyyy,6
pos,staff guy,6
pos,helpful room,6
pos,brussels,5
pos,atleast minute taxi city,5
pos,breakfast good,8
pos,covid restriction location,8
pos,excellent room good door,8
pos,work room bit,8
pos,cold night,8
neg,thin wall lot noise kitchen room night,7
pos,comfortable bed cleanliness,7
pos,amazing romantic hotel heart,10
pos,chimay,10
pos,unique tasteful way staff,10
pos,friendly breakfast,10
pos,good jam,10
neg,breakfast need improvement,9
neg,room bathroom,9
pos,clean room comfy bed,9
pos,place helpful staff,9
pos,city centre good,9
pos,wifi,9
neg,room stank sewage arrival sleep,5
neg,reception staff morning,5
neg,stinky trace reason filthy shower curtain shower time shower hand hold telephone guess,5
neg,lady reception,5
neg,sorry male colleague,5
neg,unacceptable attitude reception time,5
neg,ramada woluve,5
pos,good breakfast staff breakfast,5
neg,nice staff pleasant,5
neg,new bartender,5
neg,nice check desk guy,5
neg,ignore question ac hotel fault experience,5
neg,kind experience,5
pos,view history,5
pos,leuven,4
neg,possible tea coffee room,9
pos,friendly helpful good breakfast,9
pos,readonable price hotel,9
pos,explore city,9
neg,cold room,6
neg,unable use table room tv,6
pos,smile receptionist,6
pos,big room breakfast,6
neg,bedroom doorhandle,6
neg,loose dust corner bathroom radiator sinkplug,6
neg,bad quality,6
pos,friendly staff good,6
pos,fast wifi,6
neg,room way,7
neg,hot tv,7
neg,old clear image,7
pos,brigitte,8
pos,great breakfast,8
pos,location,8
pos,tram church lot restaurant supermarket,8
pos,ibis room,8
neg,crl saw istanbul,3
neg,order taxi hotel,3
neg,crl,3
neg,taxi driver,3
neg,euro,3
neg,open taksimetre,3
neg,euro,3
neg,ramada,3
neg,work taxi driver cheat customer trust taxi driver,3
neg,ramada,3
neg,reception order lie cheat s,3
neg,hate,3
neg,liar cheat taxi driver unprofessional,3
neg,untrustable reception,3
neg,ramada,3
pos,location dream,10
neg,shower design,8
neg,constant persistent problem motel glass partition design result water hurl floor bathroom matter angle,8
neg,shower head,8
pos,motel room layout decor,8
pos,complaint time stay,8
pos,brussels,8
pos,solid room,8
pos,location good min walk,8
pos,central station min walk,8
pos,grote markt,8
neg,woman check,4
neg,bad look,4
neg,big favour,4
neg,birthday travel hour spite,4
neg,room building floor downstairs room,4
neg,assistance drag kg bag hand luggage,4
neg,flight step,4
neg,bad hostess care empathy,4
neg,smile room,4
neg,clean carpet,4
neg,big stain toilet cistern flusher button,4
neg,true picture,4
neg,true state accomodation people,4
pos,man reception check kindof apologetic order taxi,4
neg,building room,6
neg,old need cry renovation,6
pos,th,6
pos,city centre,6
pos,good public transport breakfast continental type suffiecient energise day hour receptin staff helpful,6
neg,bathroom room breakfast good,6
neg,strong chlorine,6
neg,restaurant area,6
neg,appetite terrace room dirty wasp indifferent staff,6
pos,room room,6
pos,great rainshower shabby,6
pos,bath shower location center,6
pos,durbuy,6
pos,great good bed,6
neg,key chain,7
pos,breakfast homemade jam pain perdu,10
pos,convenient location,10
pos,authenticity building total gem,10
neg,construction book,8
neg,construction work,8
neg,chocolate inconvenience discount construction advertise book room,8
pos,location,8
pos,location location,8
pos,great place stay finish construction effort,8
neg,behavior staff,1
neg,facility shabby car park gravel surface way building furniture,5
neg,poor quality look,5
neg,flat pack shop,5
neg,long time,5
neg,shaky poor quality,5
neg,carpet,5
neg,room filthy,5
neg,room access stair room,5
neg,access stair handrail hassle room,5
pos,dinner,5
pos,fantastic manner,5
pos,select wine marvellous,5
pos,breakfast staff marvellous,5
pos,service expectation staff,10
pos,friendly book taxi,10
pos,friendly reasonable family,10
pos,belgium,10
pos,overall comfort convenience hotel,9
pos,close city centre transportation,9
neg,breakfast good,9
pos,friendly room,9
neg,cold thermostat room,5
pos,nice clean room witch,5
pos,extra bed pillow,5
neg,comment staff good job,8
pos,covid regulation staff good job shame restaurant,8
pos,open expierence delicious dinner,8
pos,breakfast,8
pos,standby door covid regulation,8
pos,friendly staff,8
pos,reception desk man member,8
pos,happy help room,8
pos,large light bed,8
pos,comfortable table chair,8
pos,site park,8
pos,diestsestraat,8
pos,price hour,8
pos,church cosy townhouse,8
pos,real belgian,8
neg,toilet corner bathroom room,8
pos,location,8
pos,good old town good,8
pos,public transport connection good breakfast,8
pos,comfortable room floor window price room ok,8
pos,good room size service,10
neg,mold humidity hotel building,6
neg,lot issue people allergy internet,6
neg,pretty weak helpful guest,6
pos,unique old mansion path walk view,6
pos,beautiful breakfast,6
pos,wonderful farm table style,6
pos,great location hip good,10
pos,room bathroom good value money,10
pos,friendly helpful staff,10
neg,small room,9
neg,step fault hotel reception guy,9
neg,breakfast pay,9
neg,reception people,9
neg,bit way hotel charge day,9
pos,clean lovely comfy bed location,9
pos,excellent friendly staff coffee machine drink time day night fridge beer,9
pos,good value rate,7
neg,basic tea coffee facility,7
neg,plug socket,7
pos,great location,7
pos,durbuy,7
pos,village room good size good breakfast hotel,7
pos,eau,7
pos,roche,7
neg,dinner menu,7
neg,personal choice,7
neg,nice restaurant doorstep,7
pos,comfortable clean wi fi good breakfast ok price,7
pos,wide cozy room,10
pos,nice breakfast,10
pos,baaf,9
pos,distance major attraction staff,9
pos,friendly room,9
pos,clean visit,9
